title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
ODF Sanitation and Hygiene Household Survey – Ntchisi & Dowa District 2019,"This dataset contains results from a household-level WASH (Water, Sanitation, and Hygiene) survey conducted on July 1st, 2019 in Mduku GVH, Dowa District, within the catchment area of Mbingwa Health Centre, Malawi. The purpose of the survey was to assess sanitation infrastructure, hygiene practices, and menstrual hygiene management (MHM) as part of an Open Defecation Free (ODF) verification exercise.",NA,NA,NA,CC BY 4.0,https://ethrat.ch/en/eth-domain/open-research-data/,NA,NA,NA,NA,NA,NA,NA,NA
